step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
26,DEBIT,11417.78,C8033426,64522.5,53104.72,C2275009,472576.22,483994.0,0
26,PAYMENT,17126.09,C5364698,99902.85,82776.76,M9564488,342224.35,359350.44,0
26,PAYMENT,11099.63,C8186990,36069.37,24969.74,M2909540,62347.34,73446.97,0
26,CASH_IN,18165.71,C9361353,74608.54,56442.83,C8789116,384206.25,402371.96,0
26,DEBIT,18434.62,C9196976,55523.42,37088.8,C9197443,295061.45,313496.07,0
26,CASH_OUT,18604.77,C7395997,113181.79,94577.02,C8896868,125640.61,144245.38,0
26,PAYMENT,6851.59,C5579094,50270.08,43418.49,M2407191,55280.12,62131.71,0
26,CASH_IN,2979.33,C1841248,15243.01,12263.68,C3049499,103609.73,106589.06,0
26,DEBIT,27696.63,C3351868,67560.46,39863.83,C9911492,381722.12,409418.75,0
26,PAYMENT,24454.32,C1732280,28716.66,4262.34,M1642620,6564.51,31018.83,0
26,PAYMENT,40618.68,C5842082,51358.9,10740.22,M1875431,296373.69,336992.37,0
26,PAYMENT,48710.32,C9517169,57153.82,8443.5,M3689594,254181.54,302891.86,0
26,DEBIT,22653.63,C7381734,68848.25,46194.62,C5476583,114594.5,137248.13,0
26,PAYMENT,48439.08,C1212267,145436.01,96996.93,M6733317,476943.76,525382.84,0
27,DEBIT,15018.83,C3657144,26439.42,11420.59,C6120253,98276.79,113295.62,0
27,PAYMENT,28260.91,C6555772,81430.08,53169.17,M7070468,264061.16,292322.07,0
27,CASH_OUT,22346.52,C8387112,71963.93,49617.41,C6639317,102280.95,124627.47,0
27,CASH_IN,283.28,C3135534,60979.55,60696.27,C7361002,78292.24,78575.52,0
27,DEBIT,46099.24,C7375499,89780.13,43680.89,C9697969,74456.78,120556.02,0
27,CASH_OUT,29261.51,C3927575,112330.81,83069.3,C4589533,349738.63,379000.14,0
27,DEBIT,958.84,C1054447,41257.27,40298.43,C5232413,212781.77,213740.61,0
27,CASH_OUT,48254.4,C2694522,127764.74,79510.34,C1971823,25288.78,73543.18,0
27,DEBIT,6224.93,C9147720,8189.72,1964.79,C5491946,327551.6,333776.53,0
27,CASH_IN,11805.24,C4833486,93859.98,82054.74,C5041154,281460.39,293265.63,0
27,CASH_OUT,28712.7,C9907391,95483.67,66770.97,C8030010,353864.45,382577.15,0
27,CASH_OUT,39225.04,C3342608,100280.88,61055.84,C3141239,250918.02,290143.06,0
27,CASH_IN,14888.47,C6069909,93221.06,78332.59,C9363326,264593.96,279482.43,0
27,DEBIT,31947.69,C1326765,78272.47,46324.78,C5960271,219508.67,251456.36,0
27,PAYMENT,40685.13,C7850944,115675.81,74990.68,M5000351,51027.71,91712.84,0
27,DEBIT,47773.05,C9479356,96268.59,48495.54,C8640615,476273.18,524046.23,0
27,DEBIT,23999.79,C2374158,47329.68,23329.89,C6009888,87097.71,111097.5,0
27,CASH_OUT,21850.32,C2566777,88823.47,66973.15,C2538024,297560.67,319410.99,0
27,CASH_IN,28427.44,C9164991,109128.78,80701.34,C1941524,33497.8,61925.24,0
27,CASH_OUT,8265.49,C8665981,10896.19,2630.7,C5781295,233634.24,241899.73,0
27,CASH_IN,23042.48,C8151684,33611.6,10569.12,C7417985,205370.96,228413.44,0
27,TRANSFER,33041.19,C3728882,42548.99,9507.8,C8746014,465444.42,498485.61,0
27,CASH_IN,47186.27,C4841005,84123.97,36937.7,C5793722,350908.5,398094.77,0
27,CASH_IN,28582.41,C3592464,73440.44,44858.03,C3640889,73302.95,101885.36,0
27,PAYMENT,4184.2,C1485654,77279.87,73095.67,M8416270,268750.91,272935.11,0
27,CASH_IN,48229.46,C7216461,129761.35,81531.89,C3871230,425700.29,473929.75,0
27,CASH_IN,46404.51,C4048907,99914.9,53510.39,C6709938,80358.16,126762.67,0
27,PAYMENT,22570.05,C8883823,73884.58,51314.53,M3328554,463551.15,486121.2,0
27,CASH_IN,49142.97,C5693260,92909.75,43766.78,C1433940,5767.01,54909.98,0
27,TRANSFER,3095.11,C7377459,57104.61,54009.5,C8746014,209393.79,212488.9,0
27,CASH_OUT,23669.03,C8106470,107880.91,84211.88,C6891254,190124.95,213793.98,0
27,PAYMENT,14984.79,C4769851,91445.75,76460.96,M6941939,333991.87,348976.66,0
27,TRANSFER,25549.81,C6106390,104696.14,79146.33,C1520596,299950.86,325500.67,0
27,DEBIT,27988.85,C3592464,74324.76,46335.91,C2548511,376078.28,404067.13,0
27,CASH_IN,47164.08,C5951131,73877.53,26713.45,C2065818,294420.84,341584.92,0
27,TRANSFER,35671.97,C8190929,114683.63,79011.66,C3219824,211761.4,247433.37,0
27,CASH_OUT,21363.21,C1419843,85595.89,64232.68,C4833486,88514.64,109877.85,0
27,CASH_OUT,33712.88,C6686328,56125.95,22413.07,C8956894,361432.65,395145.53,0
27,CASH_OUT,5359.37,C6018975,85145.79,79786.42,C1514340,402405.78,407765.15,0
27,DEBIT,9094.45,C4679591,79295.55,70201.1,C5006492,141519.99,150614.44,0
27,CASH_IN,18821.97,C7390515,90857.46,72035.49,C7542890,467778.25,486600.22,0
27,DEBIT,1290.8,C5040453,32530.17,31239.37,C7162857,32379.96,33670.76,0
27,PAYMENT,7655.93,C5235884,46249.45,38593.52,M8713396,79903.62,87559.55,0
27,CASH_OUT,29004.07,C8816912,56525.79,27521.72,C9537455,273355.95,302360.02,0
27,PAYMENT,25131.62,C1440466,51723.44,26591.82,M2244712,200065.27,225196.89,0
27,CASH_IN,11405.32,C3396987,25151.26,13745.94,C2347467,129265.79,140671.11,0
27,DEBIT,7575.42,C7010308,67769.67,60194.25,C1771600,34074.93,41650.35,0
27,PAYMENT,31165.72,C9897858,61155.69,29989.97,M9393009,107225.9,138391.62,0
27,PAYMENT,29329.03,C6009888,95447.14,66118.11,M4593556,493567.89,522896.92,0
27,TRANSFER,49928.96,C8212326,60725.01,10796.05,C7970771,106671.9,156600.86,0
27,PAYMENT,17093.03,C7542890,108928.09,91835.06,M9840487,160608.78,177701.81,0
27,CASH_IN,4728.83,C5901239,95729.81,91000.98,C4226067,180158.09,184886.92,0
27,CASH_OUT,37526.32,C4713925,63744.59,26218.27,C2795765,308139.81,345666.13,0
27,DEBIT,15901.0,C5107245,85602.46,69701.46,C8235969,136800.05,152701.05,0
27,CASH_IN,20825.38,C9897858,96385.93,75560.55,C5801541,242119.8,262945.18,0
27,PAYMENT,38622.27,C8033426,98076.99,59454.72,M3531028,286617.29,325239.56,0
27,CASH_IN,31528.04,C7390515,127170.65,95642.61,C2811298,364742.88,396270.92,0
27,DEBIT,23091.64,C8215376,32781.45,9689.81,C3607983,39809.73,62901.37,0
27,CASH_OUT,20690.84,C1848731,104664.3,83973.46,C9910914,311273.76,331964.6,0
27,DEBIT,31333.24,C5668371,73551.75,42218.51,C6455706,331583.98,362917.22,0
27,CASH_IN,40240.27,C7542890,79823.03,39582.76,C9900022,309272.55,349512.82,0
27,DEBIT,15587.67,C7847048,72309.81,56722.14,C8885465,344344.57,359932.24,0
27,PAYMENT,16373.06,C5364698,96730.99,80357.93,M5227787,24650.26,41023.32,0
27,PAYMENT,30688.72,C9546409,115170.57,84481.85,M4429650,390523.0,421211.72,0
27,CASH_OUT,12327.36,C6837817,47453.46,35126.1,C7073292,35191.83,47519.19,0
27,PAYMENT,21129.88,C3564217,104382.28,83252.4,M8581856,268908.73,290038.61,0
27,CASH_IN,40377.12,C9576076,71815.92,31438.8,C4165061,205394.8,245771.92,0
27,TRANSFER,5009.42,C7724045,37774.8,32765.38,C4048907,299746.92,304756.34,0
27,DEBIT,24280.55,C3684052,83692.29,59411.74,C4905582,325663.68,349944.23,0
27,CASH_OUT,40351.61,C8796514,137479.09,97127.48,C3126655,125108.88,165460.49,1
27,DEBIT,49932.01,C2919136,111271.06,61339.05,C5276341,215670.0,265602.01,0
27,DEBIT,2509.62,C2347467,18692.55,16182.93,C6492066,410095.69,412605.31,0
27,CASH_OUT,15744.23,C3386328,91370.86,75626.63,C3073474,169958.37,185702.6,0
27,PAYMENT,28564.8,C9196976,125040.58,96475.78,M2367376,96143.76,124708.56,0
27,CASH_IN,40265.18,C4514944,53350.76,13085.58,C7395997,428518.66,468783.84,0
27,CASH_OUT,12911.85,C2970754,91239.76,78327.91,C8885465,427144.11,440055.96,0
27,TRANSFER,38523.53,C6716097,43942.77,5419.24,C2770648,198245.19,236768.72,0
27,CASH_OUT,30186.49,C8558378,122721.72,92535.23,C8481188,4578.05,34764.54,0
27,DEBIT,8021.6,C6262632,25512.39,17490.79,C1841248,147056.16,155077.76,0
27,DEBIT,21414.82,C7970985,52476.45,31061.63,C1661401,67168.28,88583.1,0
27,CASH_OUT,30667.52,C7780932,41033.15,10365.63,C3728882,88438.76,119106.28,0
27,PAYMENT,4624.08,C8610879,57964.97,53340.89,M4158134,258534.75,263158.83,0
27,DEBIT,49668.74,C4668136,51170.14,1501.4,C1727544,237292.66,286961.4,0
27,CASH_IN,49099.11,C9418719,148262.81,99163.7,C1419843,63926.08,113025.19,0
27,PAYMENT,8652.73,C5833597,101725.25,93072.52,M3321942,448632.69,457285.42,0
27,CASH_OUT,22311.31,C8922533,107585.49,85274.18,C8628588,319297.03,341608.34,0
27,DEBIT,3816.22,C1036161,9163.34,5347.12,C7817881,264380.94,268197.16,0
27,TRANSFER,36773.43,C3946751,59571.02,22797.59,C3545556,172859.62,209633.05,0
27,CASH_IN,36477.52,C2066326,82597.95,46120.43,C2839607,175177.21,211654.73,0
27,TRANSFER,18431.1,C5668371,35913.94,17482.84,C4184459,63958.35,82389.45,0
27,CASH_IN,34738.86,C9130188,67168.75,32429.89,C7224540,126608.9,161347.76,0
27,CASH_OUT,2366.98,C8387112,32917.29,30550.31,C3768991,183713.62,186080.6,0
27,DEBIT,16933.57,C5569244,101484.56,84550.99,C7851696,38351.89,55285.46,0
27,TRANSFER,47223.77,C5394880,75770.37,28546.6,C7288789,268633.45,315857.22,0
27,DEBIT,34111.78,C1527021,77950.62,43838.84,C3851852,386776.83,420888.61,0
27,TRANSFER,12152.38,C9111742,61080.9,48928.52,C3726327,15352.55,27504.93,0
27,CASH_IN,26949.41,C5163555,116723.34,89773.93,C5446912,176815.1,203764.51,0
27,PAYMENT,32756.19,C9517169,93430.24,60674.05,M5856117,193512.44,226268.63,0
27,TRANSFER,41336.81,C8841505,112812.63,71475.82,C6071208,97180.96,138517.77,0
27,TRANSFER,16256.74,C3117143,99231.09,82974.35,C8610879,133382.67,149639.41,0
28,TRANSFER,16557.89,C8963715,17739.42,1181.53,C1170307,428919.24,445477.13,0
28,PAYMENT,25739.96,C4415140,73157.02,47417.06,M3718884,143302.87,169042.83,0
28,PAYMENT,42129.58,C4786401,70014.99,27885.41,M3477824,127196.65,169326.23,0
28,CASH_OUT,13090.02,C3118060,95675.2,82585.18,C2921859,105133.01,118223.03,0
28,CASH_IN,43951.62,C7089806,104228.36,60276.74,C1559763,108721.35,152672.97,0
28,CASH_IN,5366.59,C4231028,69731.53,64364.94,C2077581,61666.42,67033.01,0
28,CASH_IN,22830.1,C3276065,88937.15,66107.05,C2015861,437066.73,459896.83,0
28,DEBIT,40197.22,C9512969,82755.72,42558.5,C7724045,293162.92,333360.14,0
28,CASH_IN,38822.8,C9517169,138143.57,99320.77,C9667566,157251.04,196073.84,0
28,CASH_IN,35156.85,C4368777,62580.94,27424.09,C1848731,224707.07,259863.92,0
28,TRANSFER,12697.12,C9130188,93719.5,81022.38,C6292423,430923.95,443621.07,0
28,CASH_IN,27026.95,C8885465,44529.9,17502.95,C1486955,66100.59,93127.54,0
28,TRANSFER,41583.76,C9910914,57857.16,16273.4,C9911492,117732.91,159316.67,0
28,PAYMENT,7555.88,C8633773,57552.8,49996.92,M6052478,195948.59,203504.47,0
28,TRANSFER,47185.64,C6242022,145526.18,98340.54,C6623525,258540.55,305726.19,0
28,PAYMENT,35587.42,C5276341,52365.74,16778.32,M6080483,60563.29,96150.71,0
28,PAYMENT,754.99,C8550917,89651.36,88896.37,M4963933,8138.72,8893.71,0
28,CASH_IN,19303.13,C8876745,30764.56,11461.43,C8312936,455020.38,474323.51,0
28,CASH_IN,42065.34,C8956894,113551.94,71486.6,C9906224,60851.35,102916.69,0
28,CASH_IN,4189.73,C6407373,41456.86,37267.13,C4188992,398429.79,402619.52,0
28,CASH_OUT,3094.97,C5793722,32031.27,28936.3,C6686328,159662.35,162757.32,0
28,TRANSFER,32061.25,C6543670,107572.96,75511.71,C7084862,393084.39,425145.64,0
28,CASH_OUT,21062.8,C4607488,40561.54,19498.74,C5098412,154665.01,175727.81,0
28,CASH_IN,15826.45,C5171761,16191.44,364.99,C1938483,366667.62,382494.07,0
28,PAYMENT,22857.63,C8741810,23208.46,350.83,M4309671,408684.87,431542.5,0
28,CASH_OUT,47173.49,C4044882,130582.6,83409.11,C6312692,165703.72,212877.21,0
28,PAYMENT,21801.22,C2944841,48668.47,26867.25,M4255051,36912.87,58714.09,0
28,DEBIT,45807.83,C7358385,116703.71,70895.88,C4993055,352039.83,397847.66,0
28,TRANSFER,49339.21,C5108603,103504.59,54165.38,C7014016,50285.79,99625.0,0
28,CASH_IN,13450.54,C9333700,65729.81,52279.27,C5443951,7522.2,20972.74,0
28,CASH_IN,38012.84,C2672884,92836.32,54823.48,C7328534,147100.55,185113.39,0
28,TRANSFER,18902.25,C2738129,81085.26,62183.01,C6932391,79652.81,98555.06,0
28,CASH_IN,22961.08,C7374122,46369.06,23407.98,C6431983,216724.52,239685.6,0
28,CASH_IN,26006.75,C1863121,73254.59,47247.84,C1841248,497503.25,523510.0,0
28,DEBIT,39081.65,C3770370,42145.14,3063.49,C3386328,401425.38,440507.03,0
28,DEBIT,9038.7,C9349470,65973.67,56934.97,C9683481,448396.09,457434.79,0
28,PAYMENT,34663.74,C6634586,36891.43,2227.69,M8719145,43487.74,78151.48,0
28,DEBIT,44060.16,C5743227,128987.17,84927.01,C4895475,315529.87,359590.03,0
28,CASH_IN,27957.8,C6262632,29427.05,1469.25,C9249789,488888.93,516846.73,0
28,CASH_IN,42740.48,C7166651,136192.91,93452.43,C6101803,470372.59,513113.07,0
28,DEBIT,18066.73,C7084862,115218.27,97151.54,C7191135,58889.28,76956.01,0
28,DEBIT,22851.34,C8935169,71679.12,48827.78,C2154126,192548.28,215399.62,0
28,TRANSFER,39205.08,C7754864,106502.51,67297.43,C9225346,417392.84,456597.92,0
28,CASH_IN,7241.22,C2626229,101237.76,93996.54,C2563790,217871.23,225112.45,0
28,TRANSFER,8144.31,C5951131,59366.99,51222.68,C1205779,37224.07,45368.38,0
28,PAYMENT,40560.03,C7360682,67200.13,26640.1,M4800761,65945.17,106505.2,0
28,CASH_IN,17337.11,C9111742,65947.77,48610.66,C6407658,417504.16,434841.27,0
28,CASH_OUT,21761.53,C2661307,22050.14,288.61,C2375453,288988.93,310750.46,0
28,TRANSFER,42229.76,C8367772,125280.21,83050.45,C6069909,355153.31,397383.07,1
28,PAYMENT,3177.83,C3037191,95711.91,92534.08,M9511700,449238.21,452416.04,0
28,DEBIT,13762.7,C1192619,30930.41,17167.71,C8410995,413640.4,427403.1,0
28,CASH_OUT,42382.44,C5801541,92692.31,50309.87,C7685149,459771.19,502153.63,0
28,CASH_OUT,262.79,C8930103,52279.85,52017.06,C2263313,472659.93,472922.72,0
28,CASH_IN,9146.58,C6492066,33183.63,24037.05,C7418028,68124.86,77271.44,0
28,DEBIT,3633.67,C8441741,4258.37,624.7,C5200476,32955.54,36589.21,0
28,CASH_OUT,47149.13,C3997281,58766.0,11616.87,C2582524,185900.75,233049.88,1
28,TRANSFER,42193.59,C7728339,73691.93,31498.34,C9626108,213701.84,255895.43,0
28,PAYMENT,37195.97,C8425149,42519.98,5324.01,M3718884,284755.94,321951.91,0
28,TRANSFER,2202.07,C6068760,83168.27,80966.2,C3109911,296824.22,299026.29,0
28,PAYMENT,240.13,C5951651,90845.23,90605.1,M9411547,414988.55,415228.68,0
28,PAYMENT,43864.06,C1440466,100041.5,56177.44,M5767195,163614.4,207478.46,0
28,CASH_OUT,11357.9,C6075395,63548.2,52190.3,C2738129,206602.18,217960.08,0
28,CASH_IN,28658.49,C2171218,41809.0,13150.51,C2987287,128545.42,157203.91,0
28,DEBIT,38301.9,C7961578,134235.52,95933.62,C4594297,396515.77,434817.67,0
28,CASH_IN,46285.52,C6183033,126762.87,80477.35,C1006810,405468.4,451753.92,0
28,PAYMENT,10668.74,C9937326,36450.43,25781.69,M8212753,22701.97,33370.71,0
28,CASH_OUT,38736.41,C4769851,107196.65,68460.24,C3950888,34360.37,73096.78,0
28,CASH_OUT,10674.65,C4916201,36278.01,25603.36,C6312692,381970.44,392645.09,0
28,TRANSFER,16876.38,C5641923,69870.35,52993.97,C6398528,202815.79,219692.17,0
28,CASH_OUT,48950.89,C7668663,123484.08,74533.19,C6279418,223902.33,272853.22,0
28,TRANSFER,49486.42,C5579094,142581.31,93094.89,C6643798,251689.91,301176.33,0
28,TRANSFER,15902.8,C9468772,108016.53,92113.73,C6591986,398896.81,414799.61,0
28,CASH_OUT,20300.55,C2154126,25043.83,4743.28,C7738019,166996.25,187296.8,0
28,DEBIT,40817.06,C3815034,80164.41,39347.35,C2065818,224492.82,265309.88,0
28,CASH_OUT,17628.44,C3386328,33574.02,15945.58,C3198037,282285.52,299913.96,0
28,PAYMENT,29707.39,C8151684,119938.72,90231.33,M6193922,162276.22,191983.61,0
28,PAYMENT,24674.29,C8987516,91282.53,66608.24,M4616647,300044.21,324718.5,0
28,TRANSFER,4995.5,C1987737,51265.47,46269.97,C3351868,253755.19,258750.69,0
28,DEBIT,4746.79,C3094235,37600.19,32853.4,C6022741,147465.97,152212.76,0
28,DEBIT,34102.04,C5476583,50921.05,16819.01,C4240180,11896.5,45998.54,0
28,CASH_IN,18553.74,C5606980,100311.0,81757.26,C9907391,466083.77,484637.51,0
28,PAYMENT,34132.57,C1419610,100818.71,66686.14,M7378822,91120.44,125253.01,0
28,CASH_OUT,39248.83,C1863121,126441.12,87192.29,C1547605,29760.52,69009.35,0
28,TRANSFER,42997.98,C7455324,74948.73,31950.75,C5159166,168630.3,211628.28,0
28,TRANSFER,45326.21,C8558378,89341.66,44015.45,C8746014,445298.39,490624.6,0
28,DEBIT,14133.15,C7232293,90631.65,76498.5,C8526486,352092.24,366225.39,0
28,TRANSFER,23190.14,C4607488,116265.17,93075.03,C8082668,354148.49,377338.63,0
28,CASH_IN,33706.83,C7210606,100349.54,66642.71,C5348512,414616.79,448323.62,0
28,PAYMENT,496.04,C1909393,96235.3,95739.26,M7105194,311020.35,311516.39,0
28,CASH_OUT,38645.34,C6708456,107648.28,69002.94,C5813613,289489.11,328134.45,0
28,PAYMENT,13878.93,C2375453,101707.62,87828.69,M2909540,214204.12,228083.05,0
28,CASH_IN,30582.62,C6825112,37783.49,7200.87,C6438436,149945.95,180528.57,0
28,CASH_IN,45493.77,C4671545,133543.78,88050.01,C6716097,308299.73,353793.5,0
28,TRANSFER,47992.62,C8617381,123989.14,75996.52,C9767312,121815.49,169808.11,0
28,CASH_IN,17029.98,C3320821,55822.21,38792.23,C8132648,16628.83,33658.81,0
28,DEBIT,48188.07,C9089795,49492.89,1304.82,C6889195,9610.79,57798.86,0
28,CASH_IN,21429.37,C5947563,28798.14,7368.77,C3997281,193428.69,214858.06,0
28,DEBIT,23880.26,C7700828,123491.85,99611.59,C7960328,250476.92,274357.18,0
28,TRANSFER,35835.66,C9294272,92863.26,57027.6,C2173965,144488.02,180323.68,0
28,CASH_IN,34947.47,C4840714,36998.59,2051.12,C8658158,196315.25,231262.72,0
29,DEBIT,18855.08,C2262382,51664.25,32809.17,C1205779,108983.1,127838.18,0
29,CASH_OUT,41423.83,C5446912,62675.49,21251.66,C4922880,189741.47,231165.3,1
29,DEBIT,9190.41,C2564689,62914.3,53723.89,C8410995,91885.13,101075.54,0
29,PAYMENT,31390.54,C5673599,53274.05,21883.51,M6696087,110661.18,142051.72,0
29,CASH_OUT,42802.01,C9153566,116524.89,73722.88,C7374122,15974.15,58776.16,1
29,DEBIT,41948.12,C9279821,66376.65,24428.53,C8883823,318603.36,360551.48,0
29,CASH_IN,27793.74,C6702160,53121.43,25327.69,C7084862,6972.25,34765.99,0
29,PAYMENT,4428.43,C1909393,26422.84,21994.41,M3321942,68040.54,72468.97,0
29,PAYMENT,14086.68,C5770422,47494.98,33408.3,M9655523,438228.66,452315.34,0
29,CASH_IN,27828.61,C2355439,60156.37,32327.76,C3851852,282796.83,310625.44,0
29,TRANSFER,4395.46,C1732280,21144.17,16748.71,C5936453,23213.1,27608.56,0
29,TRANSFER,20959.82,C2164686,109434.25,88474.43,C8038374,70732.65,91692.47,0
29,CASH_OUT,17692.62,C6262632,43276.07,25583.45,C8574680,491651.68,509344.3,0
29,PAYMENT,34748.2,C2375453,125481.29,90733.09,M6442241,57267.22,92015.42,0
29,CASH_OUT,42094.27,C8795419,42706.19,611.92,C4607488,94522.56,136616.83,0
29,TRANSFER,4957.74,C2813543,40214.9,35257.16,C1971823,455192.88,460150.62,0
29,PAYMENT,26117.48,C1233516,94757.03,68639.55,M1882629,282771.7,308889.18,0
29,DEBIT,5329.74,C5449368,48982.79,43653.05,C8610879,267765.27,273095.01,0
29,CASH_OUT,27516.4,C4694634,84413.91,56897.51,C7784725,231875.0,259391.4,0
29,DEBIT,8382.29,C7897151,63983.59,55601.3,C6837817,22228.53,30610.82,0
29,PAYMENT,37523.12,C2096280,85398.14,47875.02,M2287332,382793.94,420317.06,0
29,CASH_IN,42905.42,C5017343,140814.36,97908.94,C5947563,304328.24,347233.66,0
29,TRANSFER,25430.93,C9900022,115352.4,89921.47,C3217273,401852.91,427283.84,0
29,CASH_OUT,16591.63,C1289293,82327.28,65735.65,C2921859,497714.47,514306.1,0
29,TRANSFER,8414.39,C2512187,8536.31,121.92,C7003042,88816.13,97230.52,0
29,TRANSFER,30755.94,C1727544,93283.15,62527.21,C6307805,419341.33,450097.27,0
29,TRANSFER,6772.16,C8175395,31968.36,25196.2,C9517485,138712.15,145484.31,0
29,DEBIT,49370.28,C4940441,141825.76,92455.48,C6033115,430127.14,479497.42,0
29,PAYMENT,3311.29,C4916201,63555.64,60244.35,M5886733,98141.54,101452.83,0
29,PAYMENT,33659.58,C3608513,37271.15,3611.57,M7070880,103928.82,137588.4,0
29,PAYMENT,13857.14,C9196204,99094.67,85237.53,M9511700,65292.25,79149.39,0
29,DEBIT,24906.37,C9770838,49276.3,24369.93,C2264748,358926.17,383832.54,0
29,PAYMENT,44926.57,C7640184,54280.28,9353.71,M4767135,167732.57,212659.14,0
29,PAYMENT,20363.83,C1865901,20652.41,288.58,M8531380,492180.59,512544.42,0
29,PAYMENT,17228.27,C5348512,62920.08,45691.81,M3718884,177929.46,195157.73,0
29,CASH_IN,4806.73,C9748499,18008.65,13201.92,C3036059,35518.83,40325.56,0
29,PAYMENT,32591.55,C5076817,100855.17,68263.62,M9959220,406477.34,439068.89,0
29,PAYMENT,23489.13,C8419378,109549.19,86060.06,M5752087,79560.68,103049.81,0
29,CASH_IN,10916.31,C4514944,35710.46,24794.15,C6483562,482680.45,493596.76,0
29,CASH_IN,41060.69,C6159230,80248.9,39188.21,C1615675,75417.88,116478.57,0
29,PAYMENT,40074.91,C6098175,82054.87,41979.96,M7795314,6996.05,47070.96,0
29,PAYMENT,18350.96,C7279729,115234.86,96883.9,M3307963,208842.02,227192.98,0
29,DEBIT,23030.62,C8698256,46417.41,23386.79,C6386463,197000.61,220031.23,0
29,TRANSFER,4214.79,C7017548,40419.87,36205.08,C9697969,30222.28,34437.07,0
29,CASH_IN,14354.12,C3768991,79956.83,65602.71,C9293086,220487.64,234841.76,0
29,DEBIT,19581.9,C6188935,80047.82,60465.92,C4205394,94282.26,113864.16,0
29,TRANSFER,28381.97,C5163953,58612.06,30230.09,C8038374,302259.2,330641.17,0
29,TRANSFER,22686.23,C5004485,61220.26,38534.03,C6573147,216919.94,239606.17,0
29,PAYMENT,4432.1,C4533779,26076.31,21644.21,M8979730,205467.83,209899.93,0
29,TRANSFER,45982.56,C2429098,115525.19,69542.63,C2595275,133277.53,179260.09,1
29,CASH_IN,42509.02,C4567281,116004.24,73495.22,C7074006,474571.77,517080.79,0
29,CASH_IN,47519.05,C5171761,62270.94,14751.89,C7970771,120051.04,167570.09,0
29,CASH_OUT,45372.92,C1527021,113642.75,68269.83,C6873938,131834.86,177207.78,1
29,CASH_OUT,40251.85,C8688755,134975.32,94723.47,C2275009,487054.16,527306.01,1
29,CASH_OUT,33338.86,C2198058,56923.88,23585.02,C9826250,122761.29,156100.15,0
29,TRANSFER,47468.7,C1938483,55223.53,7754.83,C2077581,353202.92,400671.62,0
29,CASH_IN,24980.42,C7210606,122994.2,98013.78,C1433940,133538.09,158518.51,0
29,DEBIT,38920.32,C7780932,106434.27,67513.95,C3050700,249689.74,288610.06,0
29,DEBIT,20074.82,C6871360,114773.76,94698.94,C9031491,180246.3,200321.12,0
29,TRANSFER,21834.94,C7892225,120947.76,99112.82,C5204819,135427.26,157262.2,0
29,DEBIT,46560.35,C7520395,142787.86,96227.51,C7850944,31791.07,78351.42,0
29,TRANSFER,45298.18,C8033426,63006.5,17708.32,C5159166,142775.35,188073.53,1
29,PAYMENT,28638.6,C4205394,37392.44,8753.84,M2662338,170845.24,199483.84,0
29,DEBIT,29801.27,C4213524,87372.93,57571.66,C2349590,198537.44,228338.71,0
29,DEBIT,9094.38,C7426265,54414.41,45320.03,C4612365,490418.7,499513.08,0
29,TRANSFER,11987.47,C8999183,30146.74,18159.27,C5232413,61269.91,73257.38,0
29,CASH_OUT,2641.43,C5668371,60993.55,58352.12,C2101965,123906.19,126547.62,0
29,TRANSFER,47048.52,C1981186,124723.68,77675.16,C6452832,443065.45,490113.97,1
29,PAYMENT,22645.73,C5634662,88424.28,65778.55,M9511700,228948.88,251594.61,0
29,PAYMENT,48052.92,C8707870,101468.71,53415.79,M9595744,343129.22,391182.14,0
29,PAYMENT,24789.16,C8062546,116764.41,91975.25,M4024309,71044.37,95833.53,0
29,PAYMENT,3979.25,C8217547,13217.06,9237.81,M5194357,466266.0,470245.25,0
29,CASH_OUT,15923.6,C5761145,97488.15,81564.55,C4771676,328970.75,344894.35,0
29,TRANSFER,21652.95,C2661307,47629.11,25976.16,C8118722,422070.77,443723.72,0
29,DEBIT,2439.99,C7850067,66721.57,64281.58,C6539837,81800.32,84240.31,0
29,PAYMENT,34578.13,C4197911,122109.34,87531.21,M9831414,410177.89,444756.02,0
29,TRANSFER,45247.82,C4342306,58453.51,13205.69,C5040453,214987.35,260235.17,0
29,DEBIT,9423.13,C5605016,20570.64,11147.51,C2719583,455513.37,464936.5,0
29,PAYMENT,46250.77,C1547605,127617.91,81367.14,M6587964,466214.51,512465.28,0
29,PAYMENT,1239.08,C3086308,66146.8,64907.72,M6204824,329142.65,330381.73,0
29,PAYMENT,1827.96,C1739653,87461.45,85633.49,M1447451,89090.7,90918.66,0
29,TRANSFER,3294.97,C6799667,49606.44,46311.47,C4867786,423340.94,426635.91,0
29,TRANSFER,6004.56,C8606962,28675.48,22670.92,C6452832,286832.13,292836.69,0
29,PAYMENT,38464.28,C7442089,91372.94,52908.66,M8342941,313773.26,352237.54,0
29,PAYMENT,24723.91,C6933742,44569.86,19845.95,M6791039,99057.8,123781.71,0
29,CASH_IN,17299.7,C5394880,94856.24,77556.54,C3112652,88005.13,105304.83,0
29,PAYMENT,30050.64,C6799667,102676.07,72625.43,M3408819,427972.6,458023.24,0
29,TRANSFER,17205.03,C5200476,99929.73,82724.7,C3634980,429903.45,447108.48,0
29,TRANSFER,45478.13,C5428914,60555.76,15077.63,C7907400,346612.5,392090.63,0
